subclass
http://www.wikidata.org/entity/Q12135
http://www.wikidata.org/entity/Q81867
http://www.wikidata.org/entity/Q101991
http://www.wikidata.org/entity/Q107231
http://www.wikidata.org/entity/Q119280
http://www.wikidata.org/entity/Q133076
http://www.wikidata.org/entity/Q147778
http://www.wikidata.org/entity/Q167844
http://www.wikidata.org/entity/Q179630
http://www.wikidata.org/entity/Q181032
http://www.wikidata.org/entity/Q185986
http://www.wikidata.org/entity/Q189561
http://www.wikidata.org/entity/Q200779
http://www.wikidata.org/entity/Q206866
http://www.wikidata.org/entity/Q213098
http://www.wikidata.org/entity/Q222580
http://www.wikidata.org/entity/Q383126
http://www.wikidata.org/entity/Q493965
http://www.wikidata.org/entity/Q501829
http://www.wikidata.org/entity/Q506680
http://www.wikidata.org/entity/Q557429
http://www.wikidata.org/entity/Q582189
http://www.wikidata.org/entity/Q594841
http://www.wikidata.org/entity/Q637816
http://www.wikidata.org/entity/Q684924
http://www.wikidata.org/entity/Q727096
http://www.wikidata.org/entity/Q748376
http://www.wikidata.org/entity/Q814207
http://www.wikidata.org/entity/Q838145
http://www.wikidata.org/entity/Q886261
http://www.wikidata.org/entity/Q895930
http://www.wikidata.org/entity/Q917069
http://www.wikidata.org/entity/Q929833
http://www.wikidata.org/entity/Q995620
http://www.wikidata.org/entity/Q1129947
http://www.wikidata.org/entity/Q1142563
http://www.wikidata.org/entity/Q1153171
http://www.wikidata.org/entity/Q1167597
http://www.wikidata.org/entity/Q1216998
http://www.wikidata.org/entity/Q1234672
http://www.wikidata.org/entity/Q1277502
http://www.wikidata.org/entity/Q1339243
http://www.wikidata.org/entity/Q1363926
http://www.wikidata.org/entity/Q1365091
http://www.wikidata.org/entity/Q1414805
http://www.wikidata.org/entity/Q1451794
http://www.wikidata.org/entity/Q1474598
http://www.wikidata.org/entity/Q1499013
http://www.wikidata.org/entity/Q1624736
http://www.wikidata.org/entity/Q1725813
http://www.wikidata.org/entity/Q1780901
http://www.wikidata.org/entity/Q1936838
http://www.wikidata.org/entity/Q1938763
http://www.wikidata.org/entity/Q2068795
http://www.wikidata.org/entity/Q2103081
http://www.wikidata.org/entity/Q2106329
http://www.wikidata.org/entity/Q2351083
http://www.wikidata.org/entity/Q2626291
http://www.wikidata.org/entity/Q2662845
http://www.wikidata.org/entity/Q2995419
http://www.wikidata.org/entity/Q3002709
http://www.wikidata.org/entity/Q3002725
http://www.wikidata.org/entity/Q3089469
http://www.wikidata.org/entity/Q3137154
http://www.wikidata.org/entity/Q3147703
http://www.wikidata.org/entity/Q3281409
http://www.wikidata.org/entity/Q3297888
http://www.wikidata.org/entity/Q3311537
http://www.wikidata.org/entity/Q3508753
http://www.wikidata.org/entity/Q3621717
http://www.wikidata.org/entity/Q3629047
http://www.wikidata.org/entity/Q3658500
http://www.wikidata.org/entity/Q3725133
http://www.wikidata.org/entity/Q3751709
http://www.wikidata.org/entity/Q3775782
http://www.wikidata.org/entity/Q3801602
http://www.wikidata.org/entity/Q4138959
http://www.wikidata.org/entity/Q4641571
http://www.wikidata.org/entity/Q4674074
http://www.wikidata.org/entity/Q4692572
http://www.wikidata.org/entity/Q4803677
http://www.wikidata.org/entity/Q4830469
http://www.wikidata.org/entity/Q5051575
http://www.wikidata.org/entity/Q5182134
http://www.wikidata.org/entity/Q5282748
http://www.wikidata.org/entity/Q5445898
http://www.wikidata.org/entity/Q5524075
http://www.wikidata.org/entity/Q5610516
http://www.wikidata.org/entity/Q5997170
http://www.wikidata.org/entity/Q6025119
http://www.wikidata.org/entity/Q6664621
http://www.wikidata.org/entity/Q6939061
http://www.wikidata.org/entity/Q6996973
http://www.wikidata.org/entity/Q7075566
http://www.wikidata.org/entity/Q7101840
http://www.wikidata.org/entity/Q7134468
http://www.wikidata.org/entity/Q8043037
http://www.wikidata.org/entity/Q8043040
http://www.wikidata.org/entity/Q8043043
http://www.wikidata.org/entity/Q8084905
http://www.wikidata.org/entity/Q8294850
http://www.wikidata.org/entity/Q9190419
http://www.wikidata.org/entity/Q9190427
http://www.wikidata.org/entity/Q10260689
http://www.wikidata.org/entity/Q10679247
http://www.wikidata.org/entity/Q11176719
http://www.wikidata.org/entity/Q11516357
http://www.wikidata.org/entity/Q11587691
